,250,245,240,235,230,225,220,215,210,205,200,195,190,185,180,175,170,165,160,155,150,145,140,135,130,125,120,115,110,105,100,95,90,85,80,75,70,65,60,55,50,45,40,35,30,25,20,15,10,5,,Australia Basin 1,Confidence 95%,Australia Basin Lower Bounds
0,0.265320907,0.276142561,0.281233271,0.297465302,0.285732522,0.306430194,0.254148753,0.280545256,0.291625337,0.300144088,0.33885016,0.272361864,0.290755191,0.266316095,0.362021082,0.346678175,0.313630829,0.333436216,0.298728205,0.310306194,0.277999482,0.340698773,0.233838999,0.30174025,0.307558696,0.299320988,0.358793649,0.241003165,0.262357878,0.340106693,0.31194336,0.310022872,0.271969426,0.332174139,0.250545183,0.391926657,0.217790116,0.301056717,0.372790283,0.311172808,0.473633064,0.418959459,0.384133825,0.354556362,0.352936431,0.120525091,0.27425268,0.350387817,0.325375051,0.909144528,,0.45,0.180815206,0.269
1,0.272256039,0.278734985,0.285307086,0.279716899,0.252306321,0.302629364,0.306061233,0.287199937,0.302338023,0.247797262,0.288405938,0.283271985,0.275069059,0.294570242,0.312017917,0.281880194,0.329453441,0.287636718,0.251334276,0.263686415,0.298135524,0.305864805,0.32742171,0.289467994,0.298765964,0.267882387,0.215400023,0.303217265,0.305738148,0.316650752,0.267988593,0.295233467,0.407620331,0.251809756,0.392387009,0.306020007,0.304900096,0.249265511,0.289234223,0.257879494,0.408278557,0.340521282,0.398324883,0.349179286,0.436095522,0.486468469,0.108024103,0.553775227,0.191619341,0.40553679,,0.391,0.099512578,0.291
2,0.299056769,0.280328536,0.340989764,0.278859905,0.299128582,0.270769342,0.26075363,0.313868005,0.264596485,0.295874012,0.273931555,0.264219188,0.241614886,0.313759105,0.264219862,0.30851479,0.279664773,0.323417296,0.303309548,0.330671696,0.386031882,0.328914288,0.324893985,0.256881156,0.307919659,0.322910222,0.210802502,0.290315271,0.262463966,0.329731497,0.293012105,0.291847915,0.257647001,0.25818266,0.323820999,0.343903383,0.443286552,0.297200398,0.371767857,0.184524691,0.356425847,0.424737103,0.486906245,0.202635476,0.433942574,0.330613404,0.232255025,0.370335007,0.050219872,0.402872922,,0.36,0.072994866,0.287
3,0.301079239,0.29708138,0.301178219,0.293440097,0.301060427,0.347897612,0.305725897,0.307474856,0.303211555,0.328852738,0.268390695,0.316356205,0.325695583,0.264455439,0.323766594,0.27199601,0.250434364,0.366401942,0.271387679,0.282859544,0.36610177,0.346507598,0.290937154,0.223323933,0.244220694,0.341083378,0.300125294,0.284700589,0.304449915,0.352263126,0.302353805,0.289387648,0.337754486,0.218067322,0.286611925,0.380756855,0.205352494,0.299277737,0.366098922,0.184495014,0.299506214,0.135236778,0.390228244,0.380034583,0.194707511,0.263460085,0.236683568,0.112486959,0.617962735,0.441548298,,0.33,0.05167941,0.278
4,0.294394348,0.327242581,0.26666943,0.26810252,0.303478271,0.279380632,0.286681762,0.287167016,0.315233334,0.299351885,0.257593842,0.287270117,0.266641421,0.293111666,0.278944095,0.238958266,0.288169137,0.312140835,0.327558764,0.252544238,0.318438341,0.287175447,0.272553693,0.248759655,0.305615574,0.223815031,0.360548789,0.203479386,0.349898085,0.322871951,0.322877869,0.322594705,0.230361556,0.269757914,0.353739037,0.223252139,0.128911573,0.421598608,0.383299482,0.307482586,0.103521741,0.320345536,0.33771318,0.505845353,0.352135593,0.427578189,0.327028326,0.677904697,0.674052765,0.368090686,,0.334,0.043787104,0.290
5,0.296744596,0.297970106,0.30552397,0.291050514,0.328925839,0.25912126,0.280012967,0.316119314,0.261826949,0.313115987,0.317386667,0.288842068,0.343139807,0.306148012,0.260029651,0.345078544,0.277721134,0.239973597,0.286625702,0.304374949,0.319859335,0.313180685,0.402625344,0.275220674,0.374581691,0.341104815,0.25915111,0.236951846,0.340279941,0.383831869,0.208136419,0.264214865,0.311131195,0.36035053,0.317648928,0.34684839,0.305628116,0.290114181,0.280592624,0.28614561,0.145904932,0.370457971,0.418567966,0.290460392,0.472915497,0.340906159,0.479232972,0.350638274,0.423473027,0.700250001,,0.327,0.037076443,0.290
6,0.311126531,0.294558549,0.285560952,0.302356927,0.300828693,0.342333119,0.298142405,0.327215801,0.281854388,0.274350175,0.261326212,0.297149451,0.291845886,0.297479083,0.334437223,0.282680977,0.258074488,0.327510125,0.340914412,0.329676635,0.265349691,0.27154827,0.285839972,0.302017554,0.215458188,0.370253928,0.26759161,0.334201809,0.242982835,0.267205206,0.302576328,0.264289151,0.3799809,0.37889289,0.428674436,0.259989025,0.266135745,0.315202093,0.215966984,0.320657483,0.315717847,0.370977024,0.381549016,0.363608195,0.344157254,0.232647166,0.377295399,0.268302662,0.433441812,0.532466253,,0.317,0.032758122,0.284
7,0.293037238,0.285537765,0.293184237,0.316625124,0.324589151,0.296677692,0.307503507,0.34170416,0.292152185,0.303065776,0.31525457,0.244619254,0.324661047,0.275826034,0.322370117,0.249399088,0.263523613,0.285386102,0.281654417,0.341413921,0.228416179,0.312313302,0.346465079,0.272517238,0.309212645,0.349415036,0.235340419,0.369216615,0.304570926,0.384589191,0.268028449,0.256384378,0.317727754,0.364921552,0.25443445,0.426950559,0.361188707,0.439474346,0.339313942,0.141318276,0.267230493,0.221822405,0.325155599,0.396995033,0.343507221,0.216722355,0.336046097,0.441275754,0.558891362,0.585119252,,0.321,0.027469298,0.294
8,0.289250645,0.289154331,0.326704171,0.267417309,0.313084437,0.278777843,0.256408083,0.318063469,0.295487141,0.291909124,0.246730753,0.313474222,0.315356223,0.303303478,0.251401891,0.252353411,0.310775145,0.327255963,0.239157346,0.290790395,0.282717109,0.307256912,0.269711733,0.329573284,0.288412811,0.316473285,0.344061445,0.303187254,0.257962086,0.232285821,0.294412987,0.308691487,0.341528487,0.355410755,0.261267624,0.179804186,0.291182744,0.224422244,0.321784272,0.265905452,0.220530915,0.279071602,0.398545187,0.357328386,0.454033792,0.268277352,0.469429864,0.230890658,0.073201931,0.521147445,,0.315,0.02443756,0.291
