Lat,Long
66.59388056,-145.8360333
45.89151944,12.93073056
45.75876111,12.37009444
25.32453056,86.05241667
27.25425,83.82677778
26.80556389,81.88737222
53.78778333,-117.1654417
54.15434167,-115.2962861
-10.60006111,-73.89227778
-4.920416667,21.05457778
-4.602666667,138.5744472
-6.425466667,142.0793472
